0,"[1.826, -1.12, 1.509, -2.149, 2.751, -3.403, 4.983, -3.446, -4.624, 2.159, -4.387, 3.347]",0.00032564546763746651
1,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
2,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
3,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
4,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
5,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
6,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
7,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
8,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
9,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
10,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
11,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
12,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
13,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
14,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
15,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
16,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
17,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
18,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
19,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
20,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
21,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
22,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
23,"[-2.853, -0.433, -4.544, -2.02, -3.979, -3.657, 4.959, -2.794, 0.497, -2.012, 2.895, -0.5066497216105663]",0.0
