0,"[3.468, 3.368, 1.022, 2.451, 2.518, 3.285]",5.8296354636253502
1,"[0.382, 1.141, 0.541, 2.569, 1.6588445129647917, 3.643]",5.8264815118644258
2,"[3.468, 3.368, 2.283, 0.351, 4.322270868213571, 4.885]",5.8168610196511406
3,"[0.382, 1.141, 0.541, 4.516138829638273, 1.6588445129647917, 3.643]",5.8165259920186543
4,"[0.382, 1.141, 0.541, 4.516138829638273, 1.6588445129647917, 3.643]",5.8165259920186543
5,"[0.382, 1.141, 0.541, 4.516138829638273, 1.6588445129647917, 3.643]",5.8165259920186543
6,"[3.468, 1.4216840551945629, 0.541, 2.569, 1.6588445129647917, 4.2932225234648405]",5.8162290380441348
7,"[3.468, 1.4216840551945629, 0.541, 2.569, 1.6588445129647917, 4.2932225234648405]",5.8162290380441348
8,"[3.468, 1.4216840551945629, 0.541, 2.569, 1.6588445129647917, 4.2932225234648405]",5.8162290380441348
9,"[3.468, 1.4216840551945629, 0.541, 2.569, 1.6588445129647917, 4.2932225234648405]",5.8162290380441348
10,"[3.468, 1.4216840551945629, 0.541, 2.569, 1.6588445129647917, 4.2932225234648405]",5.8162290380441348
11,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
12,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
13,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
14,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
15,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
16,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
17,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
18,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
19,"[6.144597134811219, 1.1133704931991464, 5.051344291984186, 2.569, 1.8129687614765428, 2.202674329457298]",5.816187387231377
20,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
21,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
22,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
23,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
24,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
25,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
26,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
27,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
28,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
29,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
30,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
31,"[6.144597134811219, 2.7426980886640133, 0.4634194765245426, 2.569, 0.9015647993980089, 3.643]",5.7678430516917567
