206,"[[11.377, 7288.626, 10000.0, 0.257], [184.502, 10000.0, 1449.666, 0.049]]","[0.13713, -4.5722500000000004]"
207,"[[11.377, 8622.142, 10000.0, 0.257], [58.211, 10000.0, 489.064, 0.049]]","[0.025080000000000002, -4.7362399999999996]"
208,"[[32.732, 6646.796, 1187.201, 0.257], [58.211, 7266.732, 1970.589, 0.049]]","[0.085639999999999994, -4.6431100000000001]"
209,"[[133.956, 1739.554, 10000.0, 0.257], [419.941, 9439.458, 653.418, 0.049]]","[0.27240999999999999, -5.0618699999999999]"
210,"[[73.066, 10000.0, 6912.115, 0.257], [132.978, 5962.099, 336.54, 0.049]]","[0.34823999999999999, -5.1016199999999996]"
211,"[[43.027, 10000.0, 249.249, 0.257], [37.781, 4662.269, 1719.574, 0.049]]","[0.41193999999999997, -4.5627899999999997]"
212,"[[18.84, 7501.226, 6912.115, 0.257], [64.907, 10000.0, 332.647, 0.049]]","[0.067150000000000001, -5.2778700000000001]"
213,"[[43.027, 7150.404, 1448.473, 0.257], [80.364, 6921.037, 897.583, 0.049]]","[0.099210000000000007, -4.7332200000000002]"
214,"[[125.776, 10000.0, 10000.0, 0.257], [28.728, 4124.964, 340.191, 0.049]]","[0.21698000000000001, -4.2119299999999997]"
215,"[[211.556, 8751.181, 6912.115, 0.257], [58.211, 6005.6, 1219.775, 0.049]]","[0.03109, -5.9946000000000002]"
216,"[[64.321, 10000.0, 900.092, 0.257], [48.347, 5083.901, 251.88, 0.049]]","[0.14557999999999999, -4.0755400000000002]"
217,"[[159.209, 8725.529, 4128.187, 0.257], [132.751, 6005.6, 2444.562, 0.049]]","[0.0436, -4.6589900000000002]"
218,"[[185.925, 7004.963, 2022.519, 0.257], [90.339, 10000.0, 1790.645, 0.049]]","[0.11998, -5.1970799999999997]"
219,"[[237.403, 10000.0, 1224.612, 0.257], [114.767, 5536.257, 85.696, 0.049]]","[0.062089999999999999, -5.2797700000000001]"
220,"[[3.831, 10000.0, 10000.0, 0.257], [453.465, 4124.964, 1373.507, 0.049]]","[0.10323, -4.4809999999999999]"
221,"[[10.975, 9160.189, 1813.391, 0.257], [1717.152, 10000.0, 1219.775, 0.049]]","[0.02368, -4.7566899999999999]"
222,"[[27.534, 7087.682, 10000.0, 0.257], [33.242, 3674.933, 1304.898, 0.049]]","[0.037249999999999998, -4.1470099999999999]"
223,"[[303.158, 7815.748, 10000.0, 0.257], [570.159, 5419.04, 85.696, 0.049]]","[0.057820000000000003, -4.5309499999999998]"
224,"[[159.209, 7768.767, 10000.0, 0.257], [570.159, 6921.037, 1600.429, 0.049]]","[0.033180000000000001, -5.5318100000000001]"
225,"[[5.435, 10000.0, 310.048, 0.257], [29.643, 5265.041, 1493.547, 0.049]]","[0.077520000000000006, -5.1120299999999999]"
226,"[[408.567, 10000.0, 7103.605, 0.257], [325.279, 5479.065, 220.064, 0.049]]","[0.35472999999999999, -4.4991700000000003]"
227,"[[22.262, 8343.592, 3191.528, 0.257], [459.015, 10000.0, 1373.507, 0.049]]","[0.16339000000000001, -4.2601399999999998]"
228,"[[5.01, 8343.592, 8849.125, 0.257], [47.498, 8148.629, 811.709, 0.049]]","[0.038859999999999999, -4.4019599999999999]"
229,"[[11.3, 10000.0, 5986.752, 0.257], [766.336, 10000.0, 122.542, 0.049]]","[0.079630000000000006, -5.7118200000000003]"
230,"[[11.3, 10000.0, 6093.406, 0.257], [1011.034, 5407.449, 220.064, 0.049]]","[0.18865999999999999, -3.6023499999999999]"
231,"[[56.008, 10000.0, 5986.752, 0.257], [91.005, 8148.629, 4272.98, 0.049]]","[0.0298, -5.53498]"
232,"[[84.37, 10000.0, 5535.9, 0.257], [24.727, 3471.897, 1433.234, 0.049]]","[0.042340000000000003, -5.14194]"
233,"[[323.273, 10000.0, 5572.888, 0.257], [107.311, 10000.0, 122.542, 0.049]]","[0.050259999999999999, -5.5758000000000001]"
234,"[[228.617, 10000.0, 10000.0, 0.257], [172.104, 10000.0, 263.809, 0.049]]","[0.088959999999999997, -4.5010899999999996]"
235,"[[4.271, 10000.0, 771.604, 0.257], [745.203, 10000.0, 7840.269, 0.049]]","[0.099959999999999993, -5.1515899999999997]"
236,"[[7.422, 10000.0, 10000.0, 0.257], [711.69, 10000.0, 122.542, 0.049]]","[0.045839999999999999, -5.08169]"
237,"[[31.744, 10000.0, 6957.46, 0.257], [527.968, 10000.0, 292.048, 0.049]]","[0.15803, -4.4120600000000003]"
238,"[[37.323, 7171.708, 2377.637, 0.257], [855.411, 8148.629, 185.395, 0.049]]","[0.090829999999999994, -5.3728699999999998]"
239,"[[11.496, 10000.0, 6806.225, 0.257], [1617.063, 8063.029, 492.92, 0.049]]","[0.031539999999999999, -4.8480699999999999]"
240,"[[47.162, 10000.0, 2820.799, 0.257], [1025.103, 10000.0, 183.907, 0.049]]","[0.24432000000000001, -4.6543799999999997]"
241,"[[279.537, 10000.0, 1642.289, 0.257], [34.519, 10000.0, 8966.739, 0.049]]","[0.02862, -4.2046200000000002]"
242,"[[21.321, 8134.16, 1642.289, 0.257], [1025.103, 10000.0, 137.437, 0.049]]","[0.13879, -4.9615499999999999]"
243,"[[44.553, 8552.705, 2098.248, 0.257], [423.321, 10000.0, 123.539, 0.049]]","[0.039550000000000002, -5.4071199999999999]"
244,"[[7.821, 10000.0, 2639.076, 0.257], [423.321, 9617.754, 137.437, 0.049]]","[0.11856, -5.3430799999999996]"
245,"[[61.499, 10000.0, 2639.076, 0.257], [129.299, 5698.525, 2345.182, 0.049]]","[0.053319999999999999, -5.2716000000000003]"
246,"[[36.903, 10000.0, 4121.116, 0.257], [26.213, 10000.0, 2564.494, 0.049]]","[0.061490000000000003, -5.3172699999999997]"
247,"[[42.97, 10000.0, 2444.695, 0.257], [34.519, 10000.0, 4240.435, 0.049]]","[0.041119999999999997, -5.7147399999999999]"
248,"[[36.903, 10000.0, 2500.207, 0.257], [34.606, 10000.0, 2345.182, 0.049]]","[0.049599999999999998, -5.2249100000000004]"
249,"[[36.903, 10000.0, 4118.471, 0.257], [21.695, 10000.0, 244.698, 0.049]]","[0.13494999999999999, -5.3113999999999999]"
250,"[[56.546, 8543.348, 4118.471, 0.257], [1584.75, 8994.399, 221.792, 0.049]]","[0.070559999999999998, -5.60093]"
251,"[[22.653, 3929.877, 5859.643, 0.257], [1617.063, 10000.0, 2549.418, 0.049]]","[0.083110000000000003, -5.4208299999999996]"
252,"[[52.392, 5196.237, 4118.471, 0.257], [58.507, 8098.566, 221.792, 0.049]]","[0.24223, -5.3986299999999998]"
253,"[[20.982, 7291.733, 8094.961, 0.257], [27.466, 10000.0, 5485.134, 0.049]]","[0.17513999999999999, -6.1147900000000002]"
254,"[[105.103, 8275.327, 2500.207, 0.257], [1441.236, 10000.0, 362.851, 0.049]]","[0.017430000000000001, -5.1658200000000001]"
255,"[[30.432, 10000.0, 10000.0, 0.257], [66.066, 8098.566, 262.501, 0.049]]","[0.052499999999999998, -5.7239599999999999]"
256,"[[227.487, 8436.833, 3946.79, 0.257], [1078.859, 10000.0, 874.139, 0.049]]","[0.030030000000000001, -4.5427499999999998]"
257,"[[120.424, 8275.327, 8443.709, 0.257], [1078.859, 10000.0, 1299.26, 0.049]]","[0.072080000000000005, -4.7649100000000004]"
258,"[[42.947, 10000.0, 1030.162, 0.257], [27.466, 8716.051, 3752.417, 0.049]]","[0.02691, -5.2398199999999999]"
259,"[[56.662, 6220.9, 10000.0, 0.257], [1784.368, 8098.566, 338.628, 0.049]]","[0.030630000000000001, -4.9018800000000002]"
260,"[[101.98, 10000.0, 10000.0, 0.257], [3207.325, 7702.467, 1109.916, 0.049]]","[0.06991, -4.3300299999999998]"
261,"[[20.196, 3572.787, 7328.773, 0.257], [27.466, 5887.771, 6446.35, 0.049]]","[0.20699999999999999, -5.69278]"
262,"[[9.168, 4834.714, 10000.0, 0.257], [3589.857, 10000.0, 567.833, 0.049]]","[0.041090000000000002, -4.1234000000000002]"
263,"[[370.347, 9785.442, 10000.0, 0.257], [104.452, 8941.118, 4677.585, 0.049]]","[0.27417999999999998, -5.0317699999999999]"
264,"[[9.168, 10000.0, 10000.0, 0.257], [90.305, 8098.566, 450.328, 0.049]]","[0.18479999999999999, -5.3061100000000003]"
265,"[[72.996, 2170.09, 1375.907, 0.257], [1078.859, 7727.894, 10000.0, 0.049]]","[0.078130000000000005, -4.3440599999999998]"
266,"[[72.996, 2170.09, 694.868, 0.257], [6739.122, 10000.0, 1982.414, 0.049]]","[0.082379999999999995, -5.68858]"
267,"[[871.876, 8414.943, 10000.0, 0.257], [88.197, 10000.0, 10000.0, 0.049]]","[0.053400000000000003, -4.8442299999999996]"
268,"[[14.391, 3753.644, 9192.913, 0.257], [90.305, 10000.0, 1987.79, 0.049]]","[0.079009999999999997, -5.2753800000000002]"
269,"[[1050.185, 3463.315, 10000.0, 0.257], [97.084, 10000.0, 10000.0, 0.049]]","[0.14258000000000001, -3.99207]"
270,"[[11.163, 1944.095, 10000.0, 0.257], [97.084, 10000.0, 10000.0, 0.049]]","[0.021430000000000001, -5.0040300000000002]"
271,"[[11.163, 2393.027, 10000.0, 0.257], [1015.588, 10000.0, 9815.82, 0.049]]","[0.045850000000000002, -4.80558]"
272,"[[22.429, 8884.321, 5226.651, 0.257], [148.775, 10000.0, 4299.621, 0.049]]","[0.32383000000000001, -4.9306999999999999]"
273,"[[124.876, 5389.718, 9192.913, 0.257], [148.775, 10000.0, 4299.621, 0.049]]","[0.041050000000000003, -5.0223199999999997]"
274,"[[15.83, 1944.095, 5578.315, 0.257], [148.775, 10000.0, 2304.664, 0.049]]","[0.44005, -5.9966600000000003]"
275,"[[14.243, 1944.095, 3526.876, 0.257], [2105.558, 10000.0, 3196.442, 0.049]]","[0.055960000000000003, -4.8939599999999999]"
276,"[[16.894, 10000.0, 3092.655, 0.257], [2707.047, 10000.0, 9921.392, 0.049]]","[0.18265000000000001, -4.4919700000000002]"
277,"[[22.853, 7073.876, 9192.913, 0.257], [6423.158, 10000.0, 4557.712, 0.049]]","[0.035150000000000001, -3.6992500000000001]"
278,"[[5713.393, 10000.0, 5029.026, 0.257], [10000.0, 5756.551, 4637.438, 0.049]]","[0.072529999999999997, -4.6366699999999996]"
279,"[[37.527, 8877.209, 1236.928, 0.257], [6423.158, 10000.0, 8880.051, 0.049]]","[0.029420000000000002, -6.17598]"
280,"[[22.603, 5389.718, 8223.924, 0.257], [5015.634, 9751.031, 5753.687, 0.049]]","[0.27498, -4.5799099999999999]"
281,"[[34.505, 8877.209, 10000.0, 0.257], [3708.084, 10000.0, 5602.171, 0.049]]","[0.039510000000000003, -5.6645500000000002]"
282,"[[15.83, 6365.686, 5060.718, 0.257], [6238.757, 4143.642, 10000.0, 0.049]]","[0.10276, -5.6207799999999999]"
283,"[[16.894, 4484.156, 10000.0, 0.257], [10000.0, 10000.0, 2629.945, 0.049]]","[0.26097999999999999, -5.2644399999999996]"
284,"[[15.493, 8877.209, 10000.0, 0.257], [4327.165, 10000.0, 10000.0, 0.049]]","[0.032539999999999999, -5.1126899999999997]"
285,"[[17.474, 8877.209, 10000.0, 0.257], [4327.165, 10000.0, 5209.57, 0.049]]","[0.098900000000000002, -5.1198499999999996]"
286,"[[8.603, 3162.504, 10000.0, 0.257], [6531.049, 9751.031, 7874.359, 0.049]]","[0.21765999999999999, -4.7014399999999998]"
287,"[[46.705, 10000.0, 835.638, 0.257], [4457.382, 5978.837, 10000.0, 0.049]]","[0.029829999999999999, -5.3524599999999998]"
288,"[[15.899, 9097.872, 6894.979, 0.257], [6486.239, 10000.0, 1477.074, 0.049]]","[0.3543, -5.28254]"
289,"[[4.399, 10000.0, 10000.0, 0.257], [5117.596, 8974.039, 10000.0, 0.049]]","[0.12354999999999999, -5.6890700000000001]"
290,"[[47.392, 5584.961, 6256.259, 0.257], [836.816, 10000.0, 10000.0, 0.049]]","[0.069970000000000004, -5.7563700000000004]"
291,"[[2.228, 10000.0, 10000.0, 0.257], [7585.517, 10000.0, 2720.352, 0.049]]","[0.11484999999999999, -4.9715100000000003]"
292,"[[91.246, 5390.26, 10000.0, 0.257], [4841.267, 10000.0, 7716.322, 0.049]]","[0.067070000000000005, -5.8289499999999999]"
293,"[[68.932, 2684.363, 10000.0, 0.257], [769.251, 10000.0, 10000.0, 0.049]]","[0.052749999999999998, -5.9600600000000004]"
294,"[[6.124, 10000.0, 10000.0, 0.257], [1411.306, 10000.0, 10000.0, 0.049]]","[0.10598, -4.7655500000000002]"
295,"[[7.408, 7582.392, 10000.0, 0.257], [1144.061, 10000.0, 10000.0, 0.049]]","[0.060010000000000001, -4.1376600000000003]"
296,"[[93.743, 10000.0, 10000.0, 0.257], [863.829, 10000.0, 10000.0, 0.049]]","[0.042900000000000001, -5.36233]"
297,"[[95.46, 1896.472, 10000.0, 0.257], [10000.0, 10000.0, 6594.137, 0.049]]","[0.079820000000000002, -5.7553000000000001]"
298,"[[5.437, 10000.0, 10000.0, 0.257], [644.679, 10000.0, 10000.0, 0.049]]","[0.062170000000000003, -4.8744399999999999]"
299,"[[13.757, 2711.945, 10000.0, 0.257], [9399.63, 10000.0, 5113.24, 0.049]]","[0.41981000000000002, -4.8041400000000003]"
300,"[[103.76, 10000.0, 10000.0, 0.257], [1211.786, 7738.101, 6585.562, 0.049]]","[0.027310000000000001, -4.34788]"
301,"[[205.461, 5584.961, 10000.0, 0.257], [6635.244, 8422.498, 8395.508, 0.049]]","[0.072359999999999994, -3.1153300000000002]"
302,"[[7.408, 10000.0, 6314.612, 0.257], [585.247, 10000.0, 10000.0, 0.049]]","[0.20691000000000001, -5.2359200000000001]"
303,"[[6.911, 9407.418, 6255.129, 0.257], [1144.061, 10000.0, 5930.855, 0.049]]","[0.27661999999999998, -4.0845399999999996]"
304,"[[6.097, 10000.0, 9137.304, 0.257], [620.928, 9822.867, 5113.24, 0.049]]","[0.083860000000000004, -5.0384900000000004]"
305,"[[162.043, 10000.0, 10000.0, 0.257], [9138.269, 4977.977, 7993.89, 0.049]]","[0.02503, -5.1428700000000003]"
306,"[[107.374, 10000.0, 9565.345, 0.257], [9138.269, 4977.977, 7993.89, 0.049]]","[0.05355, -5.7418399999999998]"
307,"[[312.394, 10000.0, 8269.279, 0.257], [10000.0, 4977.977, 3895.846, 0.049]]","[0.1852, -4.9032200000000001]"
308,"[[279.202, 10000.0, 6314.612, 0.257], [1980.764, 4011.93, 10000.0, 0.049]]","[0.018350000000000002, -5.7365000000000004]"
309,"[[182.806, 10000.0, 10000.0, 0.257], [1257.615, 10000.0, 10000.0, 0.049]]","[0.18956000000000001, -5.6683700000000004]"
310,"[[28.024, 10000.0, 6314.612, 0.257], [10000.0, 8575.297, 10000.0, 0.049]]","[0.15053, -4.9959300000000004]"
311,"[[605.046, 10000.0, 10000.0, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.17745, -5.7225200000000003]"
312,"[[13.452, 10000.0, 7385.583, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.030679999999999999, -4.9795999999999996]"
313,"[[55.024, 10000.0, 7055.595, 0.257], [9452.619, 4834.294, 9831.383, 0.049]]","[0.035209999999999998, -5.1673900000000001]"
314,"[[157.34, 10000.0, 10000.0, 0.257], [10000.0, 4353.639, 10000.0, 0.049]]","[0.075329999999999994, -5.3093500000000002]"
315,"[[55.024, 10000.0, 8005.463, 0.257], [2315.562, 10000.0, 7333.917, 0.049]]","[0.13102, -4.9023399999999997]"
316,"[[279.202, 10000.0, 6389.933, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.037470000000000003, -4.9713399999999996]"
317,"[[554.307, 6944.833, 3838.035, 0.257], [9413.675, 8704.6, 8852.296, 0.049]]","[0.052440000000000001, -5.7118599999999997]"
318,"[[682.247, 10000.0, 3838.035, 0.257], [2203.655, 10000.0, 6508.715, 0.049]]","[0.09819, -4.1854199999999997]"
319,"[[352.646, 10000.0, 10000.0, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.025850000000000001, -5.82362]"
320,"[[682.247, 5390.928, 5702.527, 0.257], [3833.869, 9222.794, 10000.0, 0.049]]","[0.14863999999999999, -5.32958]"
321,"[[770.487, 6402.253, 5798.712, 0.257], [5771.715, 8245.593, 7890.429, 0.049]]","[0.26991999999999999, -4.9198199999999996]"
322,"[[1234.764, 10000.0, 5108.182, 0.257], [10000.0, 8389.504, 3833.438, 0.049]]","[0.055050000000000002, -4.2783600000000002]"
323,"[[1037.338, 10000.0, 4978.855, 0.257], [10000.0, 3509.992, 10000.0, 0.049]]","[0.085010000000000002, -5.1051299999999999]"
324,"[[352.646, 10000.0, 3052.478, 0.257], [10000.0, 6417.485, 7890.429, 0.049]]","[0.12021, -5.4409299999999998]"
325,"[[662.155, 9470.548, 4166.653, 0.257], [1893.709, 10000.0, 10000.0, 0.049]]","[0.028570000000000002, -4.4241299999999999]"
326,"[[811.123, 10000.0, 4866.752, 0.257], [4222.104, 10000.0, 8617.778, 0.049]]","[0.019470000000000001, -5.34429]"
327,"[[352.646, 10000.0, 3049.027, 0.257], [10000.0, 10000.0, 9408.057, 0.049]]","[0.0402, -5.5659999999999998]"
328,"[[649.368, 10000.0, 2006.559, 0.257], [10000.0, 4230.182, 2201.195, 0.049]]","[0.054690000000000003, -4.6787299999999998]"
329,"[[513.17, 10000.0, 4502.51, 0.257], [5820.34, 10000.0, 5291.159, 0.049]]","[0.0402, -4.3993200000000003]"
330,"[[1237.974, 6851.526, 10000.0, 0.257], [10000.0, 10000.0, 5127.55, 0.049]]","[0.054969999999999998, -4.13523]"
331,"[[365.631, 10000.0, 10000.0, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.083019999999999997, -4.8276000000000003]"
332,"[[659.373, 7460.17, 5108.182, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.031579999999999997, -4.2652000000000001]"
333,"[[2242.389, 6851.526, 8321.179, 0.257], [1893.709, 10000.0, 10000.0, 0.049]]","[0.039030000000000002, -4.7412999999999998]"
334,"[[1286.308, 5976.027, 5108.182, 0.257], [2446.565, 10000.0, 10000.0, 0.049]]","[0.059959999999999999, -5.3953600000000002]"
335,"[[440.179, 6851.526, 3518.155, 0.257], [10000.0, 10000.0, 5090.99, 0.049]]","[0.038559999999999997, -4.7768699999999997]"
336,"[[658.695, 4193.105, 8063.05, 0.257], [3970.344, 10000.0, 1559.885, 0.049]]","[0.05475, -4.5788099999999998]"
337,"[[3213.594, 10000.0, 4323.281, 0.257], [4782.453, 5018.412, 10000.0, 0.049]]","[0.12766, -6.0933000000000002]"
338,"[[367.061, 6851.526, 10000.0, 0.257], [1470.624, 10000.0, 10000.0, 0.049]]","[0.05339, -6.0300900000000004]"
339,"[[670.678, 9840.025, 10000.0, 0.257], [6245.248, 6078.205, 10000.0, 0.049]]","[0.038760000000000003, -5.70519]"
340,"[[1686.74, 5991.862, 10000.0, 0.257], [7562.553, 10000.0, 10000.0, 0.049]]","[0.026100000000000002, -4.3041600000000004]"
341,"[[1686.74, 7430.672, 10000.0, 0.257], [10000.0, 10000.0, 10000.0, 0.049]]","[0.052699999999999997, -4.7526900000000003]"
342,"[[1744.575, 10000.0, 5088.123, 0.257], [3931.136, 3594.348, 5566.348, 0.049]]","[0.04795, -4.8703599999999998]"
343,"[[1112.494, 6605.227, 10000.0, 0.257], [10000.0, 6067.659, 10000.0, 0.049]]","[0.034259999999999999, -5.4481299999999999]"
344,"[[2396.108, 7166.471, 6031.542, 0.257], [10000.0, 10000.0, 1486.445, 0.049]]","[0.073190000000000005, -5.0511200000000001]"
345,"[[1200.074, 10000.0, 10000.0, 0.257], [5554.303, 10000.0, 1047.191, 0.049]]","[0.074410000000000004, -4.8103300000000004]"
346,"[[2931.166, 6807.989, 10000.0, 0.257], [10000.0, 3594.348, 10000.0, 0.049]]","[0.096290000000000001, -5.1917]"
347,"[[1200.074, 10000.0, 10000.0, 0.257], [10000.0, 3011.938, 1310.481, 0.049]]","[0.040349999999999997, -4.8350099999999996]"
348,"[[1686.74, 9046.316, 10000.0, 0.257], [10000.0, 5032.87, 10000.0, 0.049]]","[0.03823, -4.6916799999999999]"
349,"[[2779.4, 10000.0, 7166.951, 0.257], [4303.21, 7183.058, 2054.071, 0.049]]","[0.029659999999999999, -5.9648899999999996]"
350,"[[898.354, 10000.0, 10000.0, 0.257], [7178.873, 7183.058, 2054.071, 0.049]]","[0.088620000000000004, -5.9347300000000001]"
351,"[[1568.589, 10000.0, 10000.0, 0.257], [5665.256, 9540.554, 1918.119, 0.049]]","[0.027189999999999999, -5.33908]"
352,"[[660.325, 10000.0, 7321.043, 0.257], [7885.287, 6955.988, 10000.0, 0.049]]","[0.34927999999999998, -5.4597600000000002]"
353,"[[3839.216, 7407.26, 6657.381, 0.257], [5176.343, 10000.0, 5658.029, 0.049]]","[0.081769999999999995, -4.8648600000000002]"
354,"[[946.65, 6999.006, 10000.0, 0.257], [6121.969, 10000.0, 1823.847, 0.049]]","[0.11463, -4.9024200000000002]"
355,"[[2612.847, 4783.917, 10000.0, 0.257], [6121.969, 10000.0, 1319.353, 0.049]]","[0.02171, -4.8559099999999997]"
356,"[[685.979, 4216.21, 4589.174, 0.257], [5214.896, 10000.0, 1289.284, 0.049]]","[0.048640000000000003, -5.5518999999999998]"
357,"[[1686.74, 4882.909, 10000.0, 0.257], [5665.256, 10000.0, 4232.572, 0.049]]","[0.09783, -5.2460100000000001]"
358,"[[620.214, 8651.489, 4589.174, 0.257], [5910.278, 10000.0, 2510.197, 0.049]]","[0.044729999999999999, -4.2001299999999997]"
359,"[[2461.484, 8118.072, 10000.0, 0.257], [5910.278, 10000.0, 2510.197, 0.049]]","[0.042630000000000001, -4.4576500000000001]"
360,"[[854.621, 4683.5, 10000.0, 0.257], [7692.283, 6842.569, 10000.0, 0.049]]","[0.070860000000000006, -4.4071899999999999]"
361,"[[6244.409, 8118.072, 4961.78, 0.257], [10000.0, 3252.556, 4516.962, 0.049]]","[0.035040000000000002, -5.5211800000000002]"
362,"[[8159.906, 3859.38, 5508.399, 0.257], [9029.624, 10000.0, 5173.029, 0.049]]","[0.036420000000000001, -4.3683199999999998]"
363,"[[2461.484, 5730.204, 10000.0, 0.257], [4022.883, 10000.0, 5872.079, 0.049]]","[0.041959999999999997, -5.5211800000000002]"
364,"[[2612.847, 10000.0, 10000.0, 0.257], [10000.0, 4471.689, 837.439, 0.049]]","[0.06123, -3.91248]"
365,"[[1003.736, 10000.0, 5508.399, 0.257], [10000.0, 4512.93, 2510.197, 0.049]]","[0.078079999999999997, -4.3829099999999999]"
