57,"[[4.841, 28.327, 25.84, 0.021], [2.198, 2.175, 7.094, 0.062]]","[0.036260000000000001, -5.10168]"
58,"[[0.16, 5.052, 119.856, 0.257], [3.502, 101.095, 3.806, 0.062]]","[0.01465, -5.1766199999999998]"
59,"[[0.759, 27.567, 13.28, 0.021], [3.163, 101.095, 82.103, 0.049]]","[0.052400000000000002, -5.1899699999999998]"
60,"[[0.759, 27.567, 13.28, 0.021], [2.325, 7.022, 16.744, 0.062]]","[0.026589999999999999, -4.1779799999999998]"
61,"[[1.083, 11.05, 134.513, 0.257], [0.778, 30.304, 16.744, 0.062]]","[0.041509999999999998, -4.3653599999999999]"
62,"[[1.083, 11.311, 22.825, 0.257], [11.89, 29.13, 15.351, 0.049]]","[0.12467, -4.6115399999999998]"
63,"[[1.732, 25.353, 13.28, 0.021], [3.1, 26.651, 18.335, 0.049]]","[0.12906000000000001, -5.6949300000000003]"
64,"[[3.771, 17.625, 194.679, 0.257], [4.625, 47.906, 19.602, 0.062]]","[0.052990000000000002, -5.0421699999999996]"
65,"[[1.083, 25.353, 15.365, 0.021], [4.433, 29.13, 25.461, 0.062]]","[0.097650000000000001, -5.2670500000000002]"
66,"[[1.513, 34.547, 31.554, 0.257], [1.544, 17.277, 8.203, 0.049]]","[0.02614, -5.5404499999999999]"
67,"[[2.7, 54.061, 30.196, 0.021], [2.136, 29.13, 15.505, 0.062]]","[0.068419999999999995, -4.45899]"
68,"[[8.895, 40.299, 31.554, 0.257], [7.737, 29.149, 7.623, 0.062]]","[0.017260000000000001, -5.2831099999999998]"
69,"[[4.282, 25.353, 37.224, 0.021], [2.368, 12.879, 10.17, 0.049]]","[0.043999999999999997, -5.00136]"
70,"[[7.771, 82.281, 30.196, 0.021], [2.368, 12.879, 10.17, 0.049]]","[0.0567, -5.1643100000000004]"
71,"[[8.895, 48.834, 28.396, 0.257], [4.647, 30.749, 47.12, 0.049]]","[0.06003, -4.9599500000000001]"
72,"[[3.119, 13.307, 39.507, 0.257], [25.997, 28.332, 16.585, 0.062]]","[0.14538999999999999, -4.9527299999999999]"
73,"[[14.405, 14.708, 46.414, 0.021], [2.368, 12.172, 125.233, 0.049]]","[0.17391999999999999, -5.7724299999999999]"
74,"[[0.546, 75.133, 52.709, 0.021], [2.395, 26.777, 26.532, 0.049]]","[0.028649999999999998, -4.9882299999999997]"
75,"[[2.277, 92.471, 76.99, 0.257], [1.544, 141.079, 10.17, 0.049]]","[0.35887000000000002, -4.9613500000000004]"
76,"[[4.274, 41.477, 46.414, 0.021], [2.428, 558.16, 9.031, 0.062]]","[0.034509999999999999, -4.7039299999999997]"
77,"[[5.726, 93.79, 103.155, 0.021], [22.985, 15.327, 2.373, 0.049]]","[0.046710000000000002, -5.1753900000000002]"
78,"[[3.186, 45.017, 122.534, 0.257], [14.222, 35.342, 13.89, 0.049]]","[0.030929999999999999, -5.2014500000000004]"
79,"[[6.69, 49.588, 70.114, 0.257], [4.524, 968.657, 39.673, 0.049]]","[0.13186, -5.32986]"
80,"[[8.178, 22.428, 109.454, 0.021], [7.761, 69.776, 13.89, 0.049]]","[0.059990000000000002, -5.0658099999999999]"
81,"[[3.615, 22.428, 85.641, 0.257], [4.524, 1094.464, 39.673, 0.049]]","[0.032910000000000002, -4.8978099999999998]"
82,"[[8.623, 22.428, 117.426, 0.021], [8.077, 968.657, 133.662, 0.049]]","[0.17743, -4.6430600000000002]"
83,"[[3.461, 115.242, 101.845, 0.257], [4.537, 30.748, 11.57, 0.049]]","[0.044729999999999999, -5.0993899999999996]"
84,"[[125.946, 336.933, 160.43, 0.257], [8.077, 1292.661, 89.091, 0.049]]","[0.022620000000000001, -5.0955899999999996]"
85,"[[6.69, 18.979, 97.997, 0.257], [15.765, 88.601, 9.638, 0.062]]","[0.024510000000000001, -3.8471700000000002]"
86,"[[11.47, 17.4, 103.292, 0.257], [15.765, 121.41, 14.225, 0.062]]","[0.025190000000000001, -4.8144400000000003]"
87,"[[125.946, 539.762, 142.452, 0.257], [10.627, 17.17, 12.066, 0.062]]","[0.024639999999999999, -5.5060399999999996]"
88,"[[56.586, 181.877, 78.441, 0.257], [4.061, 17.17, 12.066, 0.062]]","[0.09325, -5.0601200000000004]"
89,"[[15.818, 106.415, 86.295, 0.257], [6.295, 229.375, 49.165, 0.049]]","[0.02087, -4.7438599999999997]"
90,"[[5.232, 107.474, 491.322, 0.257], [6.295, 158.539, 10.862, 0.062]]","[0.027689999999999999, -4.9302000000000001]"
91,"[[6.69, 20.941, 113.529, 0.257], [4.417, 1683.925, 62.269, 0.049]]","[0.060060000000000002, -5.0222199999999999]"
92,"[[8.88, 26.39, 491.322, 0.257], [8.01, 1847.261, 81.919, 0.049]]","[0.01391, -4.6216699999999999]"
93,"[[6.69, 74.673, 300.36, 0.257], [3.756, 200.769, 49.165, 0.049]]","[0.066839999999999997, -5.4490699999999999]"
94,"[[6.69, 74.673, 148.122, 0.257], [6.85, 731.575, 9.075, 0.062]]","[0.01661, -5.0907499999999999]"
95,"[[7.713, 110.431, 142.452, 0.257], [6.3, 250.006, 18.499, 0.062]]","[0.26939000000000002, -4.72044]"
96,"[[21.001, 182.9, 67.095, 0.257], [26.538, 870.706, 5.354, 0.062]]","[0.39512000000000003, -5.5121000000000002]"
97,"[[12.231, 37.396, 116.177, 0.257], [6.821, 904.55, 88.362, 0.049]]","[0.29886000000000001, -5.3594900000000001]"
98,"[[1.78, 29.463, 44.463, 0.257], [2.257, 2088.097, 57.38, 0.049]]","[0.30382999999999999, -5.0419900000000002]"
99,"[[7.713, 85.152, 75.25, 0.257], [7.562, 272.859, 42.083, 0.049]]","[0.02154, -5.2921699999999996]"
100,"[[15.563, 5328.83, 143.88, 0.257], [8.342, 1061.875, 450.49, 0.049]]","[0.037749999999999999, -5.1177999999999999]"
101,"[[27.049, 12.796, 134.641, 0.257], [8.342, 215.951, 185.408, 0.049]]","[0.066900000000000001, -5.2316799999999999]"
102,"[[6.777, 34.242, 198.495, 0.257], [6.821, 635.633, 88.362, 0.049]]","[0.057840000000000003, -4.8058100000000001]"
103,"[[6.843, 22.743, 198.495, 0.257], [7.744, 686.39, 64.402, 0.049]]","[0.041169999999999998, -5.0537400000000003]"
104,"[[8.188, 20.926, 258.836, 0.257], [7.59, 3449.941, 88.362, 0.049]]","[0.60309000000000001, -4.9669999999999996]"
105,"[[23.145, 122.928, 113.812, 0.257], [16.977, 215.951, 76.769, 0.049]]","[0.070809999999999998, -5.82369]"
106,"[[2.415, 34.242, 704.237, 0.257], [1.341, 488.471, 50.11, 0.049]]","[0.25456000000000001, -5.4881900000000003]"
107,"[[18.509, 142.309, 273.553, 0.257], [4.086, 9870.422, 88.362, 0.049]]","[0.031260000000000003, -5.2637900000000002]"
108,"[[1.997, 19.643, 74.875, 0.257], [14.325, 1817.326, 19.356, 0.062]]","[0.079630000000000006, -5.9163899999999998]"
109,"[[4.407, 19.643, 74.875, 0.257], [21.0, 10000.0, 36.205, 0.049]]","[0.030759999999999999, -4.3483200000000002]"
110,"[[11.72, 10000.0, 74.875, 0.257], [19.023, 382.363, 92.209, 0.049]]","[0.065769999999999995, -5.6733099999999999]"
111,"[[133.871, 19.643, 74.875, 0.257], [23.245, 1770.222, 238.319, 0.049]]","[0.026069999999999999, -5.7837300000000003]"
112,"[[9.4, 94.409, 224.859, 0.257], [2.362, 3449.941, 182.772, 0.049]]","[0.021610000000000001, -4.7166899999999998]"
113,"[[9.4, 94.409, 224.859, 0.257], [8.656, 10000.0, 92.209, 0.049]]","[0.13611000000000001, -4.6056100000000004]"
114,"[[3.319, 34.669, 74.875, 0.257], [32.435, 3097.272, 63.529, 0.049]]","[0.17757000000000001, -5.8608799999999999]"
115,"[[4.089, 102.091, 436.77, 0.257], [133.591, 629.427, 77.909, 0.049]]","[0.04224, -4.8888600000000002]"
116,"[[4.302, 94.409, 111.067, 0.257], [5.108, 1712.81, 92.687, 0.049]]","[0.017850000000000001, -4.8287500000000003]"
117,"[[1.997, 10000.0, 66.611, 0.257], [59.976, 2979.612, 59.15, 0.049]]","[0.19996, -4.9198500000000003]"
118,"[[9.637, 34.303, 37.47, 0.257], [31.137, 2531.071, 1252.347, 0.049]]","[0.072059999999999999, -5.2150299999999996]"
119,"[[9.637, 47.516, 74.875, 0.257], [53.94, 1043.794, 46.195, 0.049]]","[0.050049999999999997, -5.1577500000000001]"
120,"[[124.063, 706.066, 270.822, 0.257], [10.031, 2094.32, 1724.179, 0.049]]","[0.080949999999999994, -4.9041600000000001]"
121,"[[3.65, 6795.263, 74.875, 0.257], [15.565, 4967.037, 279.023, 0.049]]","[0.064240000000000005, -4.3623599999999998]"
122,"[[5.768, 387.859, 631.118, 0.257], [18.138, 2979.612, 2170.522, 0.049]]","[0.15114, -4.5234399999999999]"
123,"[[5.768, 159.76, 126.273, 0.257], [13.56, 2582.196, 67.75, 0.049]]","[0.076329999999999995, -5.2724000000000002]"
124,"[[5.977, 109.325, 334.264, 0.257], [27.618, 10000.0, 566.379, 0.049]]","[0.029960000000000001, -5.1847799999999999]"
125,"[[7.207, 387.859, 70.032, 0.257], [22.558, 3426.528, 463.536, 0.049]]","[0.031829999999999997, -4.6249500000000001]"
126,"[[1.682, 7674.102, 371.397, 0.257], [43.394, 2190.016, 77.26, 0.049]]","[0.081890000000000004, -5.3012499999999996]"
127,"[[1.682, 406.002, 436.499, 0.257], [26.9, 528.41, 53.902, 0.049]]","[0.03882, -4.8994200000000001]"
128,"[[14.528, 49.536, 539.931, 0.257], [679.466, 2885.532, 77.26, 0.049]]","[0.13861999999999999, -5.6512700000000002]"
129,"[[10.994, 219.362, 264.341, 0.257], [197.072, 6644.809, 240.838, 0.049]]","[0.20330000000000001, -5.1051200000000003]"
130,"[[9.193, 49.536, 468.304, 0.257], [101.349, 1236.406, 463.536, 0.049]]","[0.094509999999999997, -4.6148199999999999]"
131,"[[3.24, 29.206, 2835.711, 0.257], [135.412, 3426.528, 37.897, 0.049]]","[0.077090000000000006, -5.0084900000000001]"
132,"[[4.734, 73.932, 898.51, 0.257], [99.403, 10000.0, 153.396, 0.049]]","[0.062260000000000003, -4.8948400000000003]"
133,"[[17.311, 19.153, 2835.711, 0.257], [43.32, 2379.495, 75.955, 0.049]]","[0.16289000000000001, -4.7310499999999998]"
134,"[[2.155, 1177.62, 70.032, 0.257], [24.705, 6832.62, 133.386, 0.049]]","[0.33517999999999998, -4.7613500000000002]"
135,"[[26.796, 97.763, 1695.484, 0.257], [295.927, 3973.254, 616.097, 0.049]]","[0.11207, -5.3442999999999996]"
136,"[[5.976, 1177.62, 66.672, 0.257], [168.518, 10000.0, 155.008, 0.049]]","[0.020590000000000001, -4.6088899999999997]"
137,"[[1.83, 70.409, 58.184, 0.257], [65.686, 3036.182, 895.084, 0.049]]","[0.15495, -4.6201600000000003]"
138,"[[5.61, 10000.0, 787.575, 0.257], [27.252, 10000.0, 616.097, 0.049]]","[0.03891, -4.4333099999999996]"
139,"[[14.005, 82.882, 3702.189, 0.257], [49.079, 2772.348, 895.084, 0.049]]","[0.23114999999999999, -3.7438400000000001]"
140,"[[2.88, 7642.789, 2571.859, 0.257], [192.727, 5341.802, 19.015, 0.049]]","[0.029870000000000001, -5.3707799999999999]"
141,"[[5.112, 52.653, 1970.408, 0.257], [100.513, 3416.775, 155.008, 0.049]]","[0.1288, -5.6356900000000003]"
142,"[[14.005, 1940.263, 167.168, 0.257], [42.618, 5074.378, 278.101, 0.049]]","[0.29037000000000002, -4.97119]"
143,"[[2.38, 75.023, 859.591, 0.257], [100.176, 5341.802, 36.961, 0.049]]","[0.053969999999999997, -5.8270099999999996]"
144,"[[3.949, 4549.269, 2642.402, 0.257], [107.578, 10000.0, 259.394, 0.049]]","[0.03508, -4.4991500000000002]"
145,"[[7.594, 4549.269, 213.527, 0.257], [73.537, 10000.0, 651.511, 0.049]]","[0.017430000000000001, -5.2150299999999996]"
146,"[[8.249, 8918.656, 1562.372, 0.257], [63.003, 1970.548, 229.144, 0.049]]","[0.088719999999999993, -5.6168300000000002]"
147,"[[10.433, 20.712, 3487.3, 0.257], [115.686, 9935.907, 6012.83, 0.049]]","[0.027550000000000002, -5.9170699999999998]"
148,"[[4.888, 1315.9, 233.593, 0.257], [73.537, 10000.0, 119.08, 0.049]]","[0.17318, -4.1584399999999997]"
149,"[[11.862, 10000.0, 191.193, 0.257], [334.018, 9000.084, 126.831, 0.049]]","[0.20158000000000001, -5.1176700000000004]"
150,"[[6.721, 566.453, 39.866, 0.257], [209.125, 10000.0, 259.394, 0.049]]","[0.15536, -4.9236399999999998]"
151,"[[36.924, 986.906, 255.997, 0.257], [311.413, 2621.641, 1183.644, 0.049]]","[0.036249999999999998, -4.7728999999999999]"
152,"[[36.924, 636.102, 1512.951, 0.257], [183.057, 6421.195, 625.835, 0.049]]","[0.045179999999999998, -5.19292]"
153,"[[2.496, 1189.214, 3103.774, 0.257], [170.318, 10000.0, 39.414, 0.049]]","[0.040809999999999999, -4.8930499999999997]"
154,"[[8.756, 447.866, 93.437, 0.257], [122.006, 10000.0, 683.973, 0.049]]","[0.01592, -5.6965199999999996]"
155,"[[8.756, 447.866, 93.437, 0.257], [111.705, 2067.782, 286.075, 0.049]]","[0.37977, -5.0739400000000003]"
156,"[[12.996, 1189.214, 59.382, 0.257], [512.078, 9914.665, 48.899, 0.049]]","[0.11831999999999999, -5.0484400000000003]"
157,"[[14.144, 1433.144, 6307.537, 0.257], [512.078, 10000.0, 1204.641, 0.049]]","[0.030689999999999999, -5.9466599999999996]"
158,"[[2.496, 1804.464, 2085.049, 0.257], [150.264, 2067.782, 124.293, 0.049]]","[0.035799999999999998, -5.64086]"
159,"[[3.768, 10000.0, 10000.0, 0.257], [367.767, 2952.54, 124.293, 0.049]]","[0.18608, -4.5594000000000001]"
160,"[[3.475, 1189.214, 116.23, 0.257], [198.993, 9914.665, 456.554, 0.049]]","[0.13938999999999999, -5.5566800000000001]"
161,"[[18.214, 995.747, 89.166, 0.257], [315.302, 10000.0, 83.035, 0.049]]","[0.28188999999999997, -5.0428300000000004]"
162,"[[7.368, 1492.223, 10000.0, 0.257], [153.667, 3314.85, 51.39, 0.049]]","[0.063170000000000004, -4.60405]"
163,"[[18.229, 7693.01, 438.874, 0.257], [1197.7, 10000.0, 79.978, 0.049]]","[0.065640000000000004, -4.2339399999999996]"
164,"[[14.953, 1757.565, 438.874, 0.257], [512.078, 10000.0, 156.81, 0.049]]","[0.03032, -5.5371600000000001]"
165,"[[20.748, 2366.53, 157.291, 0.257], [192.092, 10000.0, 1268.131, 0.049]]","[0.048000000000000001, -5.2347400000000004]"
166,"[[16.741, 1710.138, 62.121, 0.257], [61.738, 4289.204, 118.595, 0.049]]","[0.035349999999999999, -4.7750899999999996]"
167,"[[4.816, 6580.275, 117.532, 0.257], [61.738, 10000.0, 142.99, 0.049]]","[0.14516000000000001, -5.63802]"
168,"[[12.066, 636.09, 273.938, 0.257], [119.557, 6366.158, 155.157, 0.049]]","[0.20013, -5.3041200000000002]"
169,"[[7.813, 1344.069, 9187.826, 0.257], [77.585, 7959.344, 155.157, 0.049]]","[0.34789999999999999, -5.4556199999999997]"
170,"[[55.508, 1710.138, 143.924, 0.257], [91.394, 10000.0, 86.965, 0.049]]","[0.21135999999999999, -4.60311]"
171,"[[14.007, 1216.635, 301.63, 0.257], [83.875, 8600.656, 22.004, 0.049]]","[0.022030000000000001, -4.84511]"
172,"[[17.18, 3446.111, 10000.0, 0.257], [1083.522, 9438.578, 35.403, 0.049]]","[0.025940000000000001, -4.6830800000000004]"
173,"[[4.356, 1171.62, 91.15, 0.257], [61.738, 8408.104, 44.189, 0.049]]","[0.11172, -4.3927899999999998]"
174,"[[20.423, 2041.231, 220.906, 0.257], [85.745, 10000.0, 22.004, 0.049]]","[0.027320000000000001, -4.8077699999999997]"
175,"[[53.169, 4695.444, 5471.699, 0.257], [3487.45, 5534.305, 124.821, 0.049]]","[0.33772999999999997, -4.9725700000000002]"
176,"[[20.888, 1171.62, 162.373, 0.257], [2326.714, 8600.656, 211.071, 0.049]]","[0.022919999999999999, -4.0342200000000004]"
177,"[[71.33, 4695.444, 5471.699, 0.257], [3934.649, 5534.305, 227.717, 0.049]]","[0.060380000000000003, -5.6022299999999996]"
178,"[[31.635, 1528.578, 91.15, 0.257], [61.738, 4266.462, 26.738, 0.049]]","[0.060830000000000002, -6.0308400000000004]"
179,"[[51.853, 2582.824, 230.989, 0.257], [321.248, 4638.395, 359.712, 0.049]]","[0.22384999999999999, -4.4151400000000001]"
180,"[[9.715, 5625.912, 7744.437, 0.257], [5052.668, 5534.305, 108.871, 0.049]]","[0.039, -5.5375399999999999]"
181,"[[12.177, 2344.635, 8393.115, 0.257], [35.711, 3270.246, 157.509, 0.049]]","[0.078079999999999997, -5.3512300000000002]"
182,"[[3.75, 1931.354, 293.684, 0.257], [1185.806, 3739.484, 245.324, 0.049]]","[0.096680000000000002, -6.1164100000000001]"
183,"[[30.364, 9795.313, 7646.05, 0.257], [35.402, 8938.791, 268.252, 0.049]]","[0.04505, -5.1439700000000004]"
184,"[[61.269, 4185.525, 7084.507, 0.257], [67.198, 4528.415, 533.389, 0.049]]","[0.13471, -5.2034000000000002]"
185,"[[128.572, 2699.65, 8772.069, 0.257], [6823.616, 3270.246, 183.899, 0.049]]","[0.043990000000000001, -4.74146]"
186,"[[12.177, 2667.028, 283.929, 0.257], [24.352, 6758.266, 115.999, 0.049]]","[0.25879999999999997, -5.1401199999999996]"
187,"[[426.216, 8532.368, 745.988, 0.257], [5511.308, 3337.99, 1641.665, 0.049]]","[0.081739999999999993, -5.3084800000000003]"
188,"[[16.216, 2611.973, 10000.0, 0.257], [63.762, 10000.0, 174.284, 0.049]]","[0.089749999999999996, -5.4675000000000002]"
189,"[[61.269, 4623.369, 10000.0, 0.257], [3391.973, 3337.99, 731.998, 0.049]]","[0.15015999999999999, -4.5416400000000001]"
190,"[[6.963, 8762.892, 397.052, 0.257], [92.706, 6423.131, 302.694, 0.049]]","[0.02963, -5.1011100000000003]"
191,"[[11.829, 1196.252, 10000.0, 0.257], [35.79, 3235.441, 226.569, 0.049]]","[0.12837000000000001, -4.39262]"
192,"[[95.327, 1971.894, 1360.119, 0.257], [72.672, 6649.489, 178.305, 0.049]]","[0.30148000000000003, -5.0590299999999999]"
193,"[[146.35, 2425.148, 446.272, 0.257], [85.509, 10000.0, 215.128, 0.049]]","[0.06726, -4.9894299999999996]"
194,"[[10.754, 4392.651, 727.628, 0.257], [168.836, 10000.0, 426.866, 0.049]]","[0.1115, -4.7410399999999999]"
195,"[[7.03, 416.184, 7056.999, 0.257], [168.836, 10000.0, 149.812, 0.049]]","[0.017749999999999998, -4.5681000000000003]"
196,"[[20.025, 4392.651, 6423.265, 0.257], [51.713, 10000.0, 141.882, 0.049]]","[0.038420000000000003, -4.2544599999999999]"
197,"[[76.507, 2567.844, 10000.0, 0.257], [46.191, 10000.0, 215.128, 0.049]]","[0.029239999999999999, -5.2176900000000002]"
198,"[[30.734, 3173.6, 10000.0, 0.257], [58.557, 10000.0, 264.233, 0.049]]","[0.043380000000000002, -5.4257099999999996]"
199,"[[23.475, 4392.651, 9050.963, 0.257], [128.355, 3898.437, 155.173, 0.049]]","[0.10642, -4.4641900000000003]"
200,"[[279.757, 5703.392, 727.628, 0.257], [99.667, 10000.0, 1222.664, 0.049]]","[0.054850000000000003, -4.1180199999999996]"
201,"[[41.897, 7734.78, 9050.963, 0.257], [62.754, 10000.0, 264.233, 0.049]]","[0.071459999999999996, -4.2498399999999998]"
202,"[[8.816, 3173.6, 7356.733, 0.257], [115.614, 5870.163, 1813.543, 0.049]]","[0.082290000000000002, -4.3215399999999997]"
203,"[[23.475, 10000.0, 9836.921, 0.257], [47.048, 9104.461, 302.694, 0.049]]","[0.082290000000000002, -5.3149499999999996]"
204,"[[27.922, 7241.693, 8607.797, 0.257], [47.048, 8160.451, 284.203, 0.049]]","[0.031029999999999999, -4.7775800000000004]"
205,"[[11.377, 7288.626, 2741.508, 0.257], [47.048, 5579.629, 302.694, 0.049]]","[0.038260000000000002, -4.1819199999999999]"
